,datetime,open,high,low,close,volume
0,2015-02-02 03:45:00+00:00,5.55,5.55,5.55,5.55,0
1,2015-02-02 03:50:00+00:00,5.55,5.55,5.55,5.55,0
2,2015-02-02 03:55:00+00:00,5.55,5.55,5.55,5.55,0
3,2015-02-02 04:00:00+00:00,5.55,5.55,5.55,5.55,0
4,2015-02-02 04:05:00+00:00,5.55,5.55,5.55,5.55,0
5,2015-02-02 04:10:00+00:00,5.55,5.55,5.55,5.55,0
6,2015-02-02 04:15:00+00:00,5.55,5.55,5.55,5.55,0
7,2015-02-02 04:20:00+00:00,5.55,5.55,5.55,5.55,0
8,2015-02-02 04:25:00+00:00,5.55,5.55,5.55,5.55,0
9,2015-02-02 04:30:00+00:00,5.55,5.55,5.55,5.55,0
10,2015-02-02 04:35:00+00:00,5.55,5.55,5.55,5.55,0
11,2015-02-02 04:40:00+00:00,5.55,5.55,5.55,5.55,0
12,2015-02-02 04:45:00+00:00,5.55,5.55,5.55,5.55,0
13,2015-02-02 04:50:00+00:00,5.55,5.55,5.55,5.55,0
14,2015-02-02 04:55:00+00:00,5.55,5.55,5.55,5.55,0
15,2015-02-02 05:00:00+00:00,5.55,5.55,5.55,5.55,0
16,2015-02-02 05:05:00+00:00,5.55,5.55,5.55,5.55,0
17,2015-02-02 05:10:00+00:00,5.55,5.55,5.55,5.55,0
18,2015-02-02 05:15:00+00:00,5.55,5.55,5.55,5.55,0
19,2015-02-02 05:20:00+00:00,5.55,5.55,5.55,5.55,0
20,2015-02-02 05:25:00+00:00,5.55,5.55,5.55,5.55,0
21,2015-02-02 05:30:00+00:00,5.55,5.55,5.55,5.55,0
22,2015-02-02 05:35:00+00:00,5.55,5.55,5.55,5.55,87
23,2015-02-02 05:40:00+00:00,5.55,5.55,5.55,5.55,0
24,2015-02-02 05:45:00+00:00,5.55,5.55,5.55,5.55,0
25,2015-02-02 05:50:00+00:00,5.55,5.55,5.55,5.55,0
26,2015-02-02 05:55:00+00:00,5.55,5.55,5.55,5.55,0
27,2015-02-02 06:00:00+00:00,5.55,5.55,5.55,5.55,0
28,2015-02-02 06:05:00+00:00,5.55,5.55,5.55,5.55,0
29,2015-02-02 06:10:00+00:00,5.55,5.55,5.55,5.55,0
30,2015-02-02 06:15:00+00:00,5.55,5.55,5.55,5.55,0
31,2015-02-02 06:20:00+00:00,5.55,5.55,5.55,5.55,0
32,2015-02-02 06:25:00+00:00,5.55,5.55,5.55,5.55,78
33,2015-02-02 06:30:00+00:00,5.55,5.55,5.55,5.55,58
34,2015-02-02 06:35:00+00:00,5.55,5.55,5.55,5.55,0
35,2015-02-02 06:40:00+00:00,5.55,5.55,5.55,5.55,0
36,2015-02-02 06:45:00+00:00,5.55,5.55,5.55,5.55,0
37,2015-02-02 06:50:00+00:00,5.55,5.55,5.55,5.55,0
38,2015-02-02 06:55:00+00:00,5.55,5.55,5.55,5.55,0
39,2015-02-02 07:00:00+00:00,5.55,5.55,5.55,5.55,0
40,2015-02-02 07:05:00+00:00,5.55,5.55,5.55,5.55,0
41,2015-02-02 07:10:00+00:00,5.55,5.55,5.55,5.55,0
42,2015-02-02 07:15:00+00:00,5.55,5.55,5.55,5.55,0
43,2015-02-02 07:20:00+00:00,5.55,5.55,5.55,5.55,0
44,2015-02-02 07:25:00+00:00,5.55,5.55,5.55,5.55,0
45,2015-02-02 07:30:00+00:00,5.55,5.55,5.55,5.55,0
46,2015-02-02 07:35:00+00:00,5.55,5.55,5.55,5.55,0
47,2015-02-02 07:40:00+00:00,5.55,5.55,5.55,5.55,0
48,2015-02-02 07:45:00+00:00,5.55,5.55,5.55,5.55,0
49,2015-02-02 07:50:00+00:00,5.55,5.55,5.55,5.55,0
50,2015-02-02 07:55:00+00:00,5.55,5.55,5.55,5.55,0
51,2015-02-02 08:00:00+00:00,5.55,5.55,5.55,5.55,0
52,2015-02-02 08:05:00+00:00,5.55,5.55,5.55,5.55,0
53,2015-02-02 08:10:00+00:00,5.55,5.55,5.55,5.55,0
54,2015-02-02 08:15:00+00:00,5.55,5.55,5.55,5.55,0
55,2015-02-02 08:20:00+00:00,5.55,5.55,5.55,5.55,0
56,2015-02-02 08:25:00+00:00,5.55,5.55,5.55,5.55,0
57,2015-02-02 08:30:00+00:00,5.55,5.55,5.55,5.55,0
58,2015-02-02 08:35:00+00:00,5.55,5.55,5.55,5.55,0
59,2015-02-02 08:40:00+00:00,5.55,5.55,5.55,5.55,0
60,2015-02-02 08:45:00+00:00,5.55,5.55,5.55,5.55,0
61,2015-02-02 08:50:00+00:00,5.55,5.55,5.55,5.55,0
62,2015-02-02 08:55:00+00:00,5.55,5.55,5.55,5.55,0
63,2015-02-02 09:00:00+00:00,5.55,5.55,5.55,5.55,0
64,2015-02-02 09:05:00+00:00,5.55,5.55,5.55,5.55,0
65,2015-02-02 09:10:00+00:00,5.55,5.55,5.55,5.55,0
66,2015-02-02 09:15:00+00:00,5.55,5.55,5.55,5.55,0
67,2015-02-02 09:20:00+00:00,5.55,5.55,5.55,5.55,0
68,2015-02-02 09:25:00+00:00,5.55,5.55,5.55,5.55,0
69,2015-02-02 09:30:00+00:00,5.55,5.55,5.55,5.55,0
70,2015-02-02 09:35:00+00:00,5.55,5.55,5.55,5.55,0
71,2015-02-02 09:40:00+00:00,5.55,5.55,5.55,5.55,0
72,2015-02-02 09:45:00+00:00,5.55,5.55,5.55,5.55,0
73,2015-02-02 09:50:00+00:00,5.55,5.55,5.55,5.55,0
74,2015-02-02 09:55:00+00:00,5.55,5.55,5.55,5.55,0
75,2015-02-03 03:45:00+00:00,5.55,5.55,5.55,5.55,0
76,2015-02-03 03:50:00+00:00,5.55,5.55,5.55,5.55,0
77,2015-02-03 03:55:00+00:00,5.55,5.55,5.55,5.55,0
78,2015-02-03 04:00:00+00:00,5.55,5.55,5.55,5.55,0
79,2015-02-03 04:05:00+00:00,5.55,5.55,5.55,5.55,0
80,2015-02-03 04:10:00+00:00,5.55,5.55,5.55,5.55,0
81,2015-02-03 04:15:00+00:00,5.55,5.55,5.55,5.55,0
82,2015-02-03 04:20:00+00:00,5.55,5.55,5.55,5.55,0
83,2015-02-03 04:25:00+00:00,5.55,5.55,5.55,5.55,0
84,2015-02-03 04:30:00+00:00,5.55,5.55,5.55,5.55,0
