,datetime,open,high,low,close,volume
0,2017-08-08 09:15:00,67.95,67.95,63,64.85,166
1,2017-08-08 09:20:00,64.85,64.85,63,63,105
2,2017-08-08 09:25:00,63,63,63,63,16
3,2017-08-08 09:30:00,63,63.9,63,63.9,101
4,2017-08-08 09:35:00,63.9,65.8,60.05,64,3001
5,2017-08-08 09:40:00,64,64,64,64,0
6,2017-08-08 09:45:00,64,64,64,64,0
7,2017-08-08 09:50:00,64,64,64,64,0
8,2017-08-08 09:55:00,64,64,60.1,61.3,1241
9,2017-08-08 10:00:00,61.3,61.3,58.05,60,76
10,2017-08-08 10:05:00,60,60,60,60,0
11,2017-08-08 10:10:00,60,60.75,58,58,325
12,2017-08-08 10:15:00,60.35,60.35,60.35,60.35,6
13,2017-08-08 10:20:00,60.35,60.35,60.35,60.35,0
14,2017-08-08 10:25:00,60.35,60.35,60.35,60.35,0
15,2017-08-08 10:30:00,60.35,60.35,60.35,60.35,0
16,2017-08-08 10:35:00,60.35,60.35,58.25,58.25,12
17,2017-08-08 10:40:00,60.25,60.25,60.25,60.25,1
18,2017-08-08 10:45:00,60.25,60.25,60.25,60.25,0
19,2017-08-08 10:50:00,60.25,60.25,60.25,60.25,0
20,2017-08-08 10:55:00,60.25,60.25,60.25,60.25,50
21,2017-08-08 11:00:00,60.25,60.3,59.15,59.15,575
22,2017-08-08 11:05:00,59.15,61,59.15,61,1
23,2017-08-08 11:10:00,61,61,61,61,0
24,2017-08-08 11:15:00,61,61,61,61,0
25,2017-08-08 11:20:00,61,61,61,61,0
26,2017-08-08 11:25:00,61,61,61,61,0
27,2017-08-08 11:30:00,61,61,61,61,50
28,2017-08-08 11:35:00,61,61,61,61,0
29,2017-08-08 11:40:00,61,61,61,61,0
30,2017-08-08 11:45:00,61,61,60,60,300
31,2017-08-08 11:50:00,60,60,60,60,0
32,2017-08-08 11:55:00,60,60,60,60,0
33,2017-08-08 12:00:00,60,60,60,60,0
34,2017-08-08 12:05:00,60,60,60,60,0
35,2017-08-08 12:10:00,60,60,60,60,701
36,2017-08-08 12:15:00,60,60,60,60,0
37,2017-08-08 12:20:00,60,60,60,60,0
38,2017-08-08 12:25:00,60,60,60,60,0
39,2017-08-08 12:30:00,60,60,60,60,0
40,2017-08-08 12:35:00,60,60,60,60,0
41,2017-08-08 12:40:00,60,60,60,60,0
42,2017-08-08 12:45:00,60,61,60,61,3
43,2017-08-08 12:50:00,61,61,61,61,0
44,2017-08-08 12:55:00,61,61,61,61,100
45,2017-08-08 13:00:00,61,61,61,61,0
46,2017-08-08 13:05:00,61,61,61,61,0
47,2017-08-08 13:10:00,61,61,61,61,0
48,2017-08-08 13:15:00,61,61,61,61,0
49,2017-08-08 13:20:00,61,61,61,61,0
50,2017-08-08 13:25:00,61,61,61,61,0
51,2017-08-08 13:30:00,61,61,61,61,0
52,2017-08-08 13:35:00,61,61,61,61,0
53,2017-08-08 13:40:00,61,61,61,61,0
54,2017-08-08 13:45:00,61,61,61,61,0
55,2017-08-08 13:50:00,61,61,61,61,0
56,2017-08-08 13:55:00,61,61,61,61,0
57,2017-08-08 14:00:00,61,61,61,61,0
58,2017-08-08 14:05:00,61,61,61,61,0
59,2017-08-08 14:10:00,61,61,58.1,59.95,3
60,2017-08-08 14:15:00,59.95,59.95,59.95,59.95,0
61,2017-08-08 14:20:00,59.95,59.95,59.95,59.95,0
62,2017-08-08 14:25:00,59.95,59.95,58,58,1003
63,2017-08-08 14:30:00,58,59.95,58,58.5,2
64,2017-08-08 14:35:00,58,58,58,58,60
65,2017-08-08 14:40:00,58,58,58,58,0
66,2017-08-08 14:45:00,58,58,58,58,0
67,2017-08-08 14:50:00,58,58,58,58,0
68,2017-08-08 14:55:00,58,58,58,58,0
69,2017-08-08 15:00:00,58,58,58,58,0
70,2017-08-08 15:05:00,58,58,58,58,0
71,2017-08-08 15:10:00,58,58,58,58,10
72,2017-08-08 15:15:00,58,58,58,58,0
73,2017-08-08 15:20:00,58,58,58,58,0
74,2017-08-08 15:25:00,58,58,57,57,250
75,2017-08-09 09:30:00,57,57,57,57,10
76,2017-08-09 09:35:00,57,59.7,57,59.7,1991
77,2017-08-09 09:40:00,59.7,59.95,59.7,59.7,2
78,2017-08-09 09:45:00,59.7,59.7,59.7,59.7,0
79,2017-08-09 09:50:00,59.7,59.7,59.7,59.7,0
80,2017-08-09 09:55:00,59.7,59.7,59.7,59.7,0
81,2017-08-09 10:00:00,59.7,59.7,57.5,58,27
82,2017-08-09 10:05:00,58,58,58,58,0
83,2017-08-09 10:10:00,58,58,58,58,0
84,2017-08-09 10:15:00,58,58,58,58,0
85,2017-08-09 10:20:00,58,58,58,58,0
86,2017-08-09 10:25:00,58,58,58,58,0
87,2017-08-09 10:30:00,58,58,58,58,0
88,2017-08-09 10:35:00,58,58,58,58,0
89,2017-08-09 10:40:00,58,58,58,58,0
90,2017-08-09 10:45:00,58,58,58,58,0
91,2017-08-09 10:50:00,58,58,58,58,0
92,2017-08-09 10:55:00,58,58,58,58,0
93,2017-08-09 11:00:00,58,58,58,58,0
94,2017-08-09 11:05:00,58,58,58,58,0
95,2017-08-09 11:10:00,58,58,58,58,0
96,2017-08-09 11:15:00,58,58,58,58,0
97,2017-08-09 11:20:00,58,58,58,58,0
98,2017-08-09 11:25:00,58,58,58,58,0
99,2017-08-09 11:30:00,58,58,58,58,0
100,2017-08-09 11:35:00,58,58,58,58,0
101,2017-08-09 11:40:00,58,58,58,58,0
102,2017-08-09 11:45:00,58,58,58,58,0
103,2017-08-09 11:50:00,58,58,58,58,0
104,2017-08-09 11:55:00,58,58,58,58,0
105,2017-08-09 12:00:00,58,58,58,58,0
106,2017-08-09 12:05:00,58,58,57,57,101
107,2017-08-09 12:10:00,57,57,57,57,0
108,2017-08-09 12:15:00,57,57,57,57,0
109,2017-08-09 12:20:00,57,57,57,57,0
110,2017-08-09 12:25:00,57,57,57,57,0
111,2017-08-09 12:30:00,57,57,57,57,0
112,2017-08-09 12:35:00,57,57,57,57,0
113,2017-08-09 12:40:00,57,58,57,58,302
114,2017-08-09 12:45:00,58,58,58,58,0
115,2017-08-09 12:50:00,58,58,58,58,0
116,2017-08-09 12:55:00,58,58,58,58,0
117,2017-08-09 13:00:00,58,58,58,58,0
118,2017-08-09 13:05:00,58,58,58,58,0
119,2017-08-09 13:10:00,58,58,58,58,0
120,2017-08-09 13:15:00,58,58,58,58,0
121,2017-08-09 13:20:00,58,58,58,58,0
122,2017-08-09 13:25:00,58,58,58,58,0
123,2017-08-09 13:30:00,58,58,56,56,4135
124,2017-08-09 13:35:00,56,56,56,56,0
125,2017-08-09 13:40:00,56,56,56,56,0
126,2017-08-09 13:45:00,56,56.25,56,56,6331
127,2017-08-09 13:50:00,56,56,56,56,0
128,2017-08-09 13:55:00,56,56,56,56,0
129,2017-08-09 14:00:00,56,56,56,56,0
130,2017-08-09 14:05:00,56,57.2,56,57.2,1
131,2017-08-09 14:10:00,57.2,57.2,57.2,57.2,0
132,2017-08-09 14:15:00,57.2,57.2,57.2,57.2,0
133,2017-08-09 14:20:00,57.2,57.2,57.2,57.2,0
134,2017-08-09 14:25:00,57.2,57.2,56,56,1831
135,2017-08-09 14:30:00,56,56,56,56,0
136,2017-08-09 14:35:00,56,56,56,56,0
137,2017-08-09 14:40:00,56,56,56,56,0
138,2017-08-09 14:45:00,56,56,55,55,5000
139,2017-08-09 14:50:00,55,55,55,55,0
140,2017-08-09 14:55:00,55,55,55,55,0
141,2017-08-09 15:00:00,55,55,55,55,0
142,2017-08-09 15:05:00,55,55,55,55,1102
143,2017-08-09 15:10:00,55,55,55,55,0
144,2017-08-09 15:15:00,55,55,55,55,0
145,2017-08-09 15:20:00,55,56,55,56,500
146,2017-08-09 15:25:00,56,57,56,57,312
147,2017-08-10 10:00:00,53,53,53,53,142
148,2017-08-10 10:05:00,53,53,53,53,0
149,2017-08-10 10:10:00,53,53,53,53,0
150,2017-08-10 10:15:00,53,53,53,53,0
151,2017-08-10 10:20:00,53,53,53,53,0
152,2017-08-10 10:25:00,56,56,56,56,1
153,2017-08-10 10:30:00,56,56,56,56,0
154,2017-08-10 10:35:00,56,56,56,56,0
155,2017-08-10 10:40:00,56,56,56,56,0
